verse_id,sent_idx,sent_id,su_sentence,id_sentence,en_sentence,su_tokens,id_tokens,en_tokens,flag_su_id_emb,flag_su_en_emb
Yohanes:1:22,1,Yohanes:1:22#1,"""Saha atuh, wartoskeun,"" ceuk utusan.","Maka kata mereka kepadanya: ""Siapakah engkau?","Then they said to him, ""Who are you?",""" Saha atuh , wartoskeun , "" ceuk utusan .","Maka kata mereka kepadanya : "" Siapakah engkau ?","Then they said to him , "" Who are you ?",,
Yohanes:1:22,2,Yohanes:1:22#2,"""Sim kuring kedah ngahaturkeun jawaban anu pasti ka nu ngutus.",Sebab kami harus memberi jawab kepada mereka yang mengutus kami.,Tell us so that we can give an answer to those who sent us.,""" Sim kuring kedah ngahaturkeun jawaban anu pasti ka nu ngutus .",Sebab kami harus memberi jawab kepada mereka yang mengutus kami .,Tell us so that we can give an answer to those who sent us .,Medium,
Yohanes:1:22,3,Yohanes:1:22#3,"Cobi, ceuk anjeun, anjeun teh saha?""","Apakah katamu tentang dirimu sendiri?""","What do you say about yourself?""","Cobi , ceuk anjeun , anjeun teh saha ? ""","Apakah katamu tentang dirimu sendiri ? ""","What do you say about yourself ? """,Low,Medium
Yohanes:1:23,1,Yohanes:1:23#1,"Yohanes ngawalerna ku pilahir Nabi Yesaya: ""Kaula teh, 'Soara anu cumeluk di gurun keusik: Sadiakeun jalan anu lempeng, pikeun Pangeran!'""","Jawabnya: ""Akulah suara orang yang berseru-seru di padang gurun: Luruskanlah jalan Tuhan! seperti yang telah dikatakan nabi Yesaya.""","John said, ""I amthe voice of one shouting in the wilderness, 'Make straightthe way for the Lord,'as Isaiah the prophet said.""","Yohanes ngawalerna ku pilahir Nabi Yesaya : "" Kaula teh , 'Soara anu cumeluk di gurun keusik : Sadiakeun jalan anu lempeng , pikeun Pangeran ! ' ""","Jawabnya : "" Akulah suara orang yang berseru - seru di padang gurun : Luruskanlah jalan Tuhan ! seperti yang telah dikatakan nabi Yesaya . ""","John said , "" I amthe voice of one shouting in the wilderness , 'Make straightthe way for the Lord , 'as Isaiah the prophet said . """,Low,Low
Yohanes:1:24,1,Yohanes:1:24#1,"Eta para utusan anu diutus ku urang Parisi,",Dan di antara orang-orang yang diutus itu ada beberapa orang Farisi.,(Now they had been sent from the Pharisees.),"Eta para utusan anu diutus ku urang Parisi ,",Dan di antara orang - orang yang diutus itu ada beberapa orang Farisi .,( Now they had been sent from the Pharisees . ),Medium,
Yohanes:1:25,1,Yohanes:1:25#1,"naranya deui, ""Kristus sanes, Elias sanes, Nabi tea sanes, naha atuh anjeun ngabaptis?""","Mereka bertanya kepadanya, katanya: ""Mengapakah engkau membaptis, jikalau engkau bukan Mesias, bukan Elia, dan bukan nabi yang akan datang?""","So they asked John, ""Why then are you baptizing if you are not the Christ, nor Elijah, nor the Prophet?""","naranya deui , "" Kristus sanes , Elias sanes , Nabi tea sanes , naha atuh anjeun ngabaptis ? ""","Mereka bertanya kepadanya , katanya : "" Mengapakah engkau membaptis , jikalau engkau bukan Mesias , bukan Elia , dan bukan nabi yang akan datang ? ""","So they asked John , "" Why then are you baptizing if you are not the Christ , nor Elijah , nor the Prophet ? """,Medium,Low
Yohanes:1:26,1,Yohanes:1:26#1,"Waler Yohanes, ""Kaula ngabaptis teh ku cai.","Yohanes menjawab mereka, katanya: ""Aku membaptis dengan air; tetapi di tengah-tengah kamu berdiri Dia yang tidak kamu kenal,","John answered them, ""I baptize with water.","Waler Yohanes , "" Kaula ngabaptis teh ku cai .","Yohanes menjawab mereka , katanya : "" Aku membaptis dengan air ; tetapi di tengah - tengah kamu berdiri Dia yang tidak kamu kenal ,","John answered them , "" I baptize with water .",Low,High
Yohanes:1:26,2,Yohanes:1:26#2,Tapi di aranjeun aya saurang anu aranjeun teu wawuh.,,"Among you stands one whom you do not recognize,",Tapi di aranjeun aya saurang anu aranjeun teu wawuh .,,"Among you stands one whom you do not recognize ,",,
Yohanes:1:27,1,Yohanes:1:27#1,"Sumpingna pandeurieun kaula, tapi kaula pikeun mangudarankeun tali tarumpah-Na ge teu layak.""","yaitu Dia, yang datang kemudian dari padaku.",who is coming after me.,"Sumpingna pandeurieun kaula , tapi kaula pikeun mangudarankeun tali tarumpah - Na ge teu layak . ""","yaitu Dia , yang datang kemudian dari padaku .",who is coming after me .,,
Yohanes:1:27,2,Yohanes:1:27#2,,"Membuka tali kasut-Nyapun aku tidak layak.""","I am not worthy to untie the strap of his sandal!""",,"Membuka tali kasut - Nyapun aku tidak layak . ""","I am not worthy to untie the strap of his sandal ! """,,
Yohanes:1:28,1,Yohanes:1:28#1,"Eta kajadian teh di Betania sisi Walungan Yordan peuntas wetan, paragi Yohanes ngabaptis.","Hal itu terjadi di Betania yang di seberang sungai Yordan, di mana Yohanes membaptis.",These things happened in Bethany across the Jordan River where John was baptizing.,"Eta kajadian teh di Betania sisi Walungan Yordan peuntas wetan , paragi Yohanes ngabaptis .","Hal itu terjadi di Betania yang di seberang sungai Yordan , di mana Yohanes membaptis .",These things happened in Bethany across the Jordan River where John was baptizing .,High,High
Yohanes:1:29,1,Yohanes:1:29#1,Poe isukna Yohanes ningali Yesus anu rek ka anjeunna.,"Pada keesokan harinya Yohanes melihat Yesus datang kepadanya dan ia berkata: ""Lihatlah Anak domba Allah, yang menghapus dosa dunia.","On the next day John saw Jesus coming toward him and said, ""Look, the Lamb of God who takes away the sin of the world!",Poe isukna Yohanes ningali Yesus anu rek ka anjeunna .,"Pada keesokan harinya Yohanes melihat Yesus datang kepadanya dan ia berkata : "" Lihatlah Anak domba Allah , yang menghapus dosa dunia .","On the next day John saw Jesus coming toward him and said , "" Look , the Lamb of God who takes away the sin of the world !",Low,Low
Yohanes:1:29,2,Yohanes:1:29#2,"Yohanes ngalahir, ""Tuh itu Anjeunna, Anak Domba Allah, anu bakal ngaleungitkeun dosa ti alam dunya!",,,"Yohanes ngalahir , "" Tuh itu Anjeunna , Anak Domba Allah , anu bakal ngaleungitkeun dosa ti alam dunya !",,,,
Yohanes:1:30,1,Yohanes:1:30#1,"Nya Anjeunna anu ceuk kami, 'Anu sumpingna pandeurieun kami tapi ngungkulan kami, reh Anjeunna mah memeh kami dijurukeun oge geus jumeneng.'","Dialah yang kumaksud ketika kukatakan: Kemudian dari padaku akan datang seorang, yang telah mendahului aku, sebab Dia telah ada sebelum aku.","This is the one about whom I said, 'After me comes a man who is greater than I am, because he existed before me.'","Nya Anjeunna anu ceuk kami , 'Anu sumpingna pandeurieun kami tapi ngungkulan kami , reh Anjeunna mah memeh kami dijurukeun oge geus jumeneng . '","Dialah yang kumaksud ketika kukatakan : Kemudian dari padaku akan datang seorang , yang telah mendahului aku , sebab Dia telah ada sebelum aku .","This is the one about whom I said , 'After me comes a man who is greater than I am , because he existed before me . '",,
Yohanes:1:31,1,Yohanes:1:31#1,Mimitina mah kami henteu terang Anjeunna teh saha.,"Dan aku sendiripun mula-mula tidak mengenal Dia, tetapi untuk itulah aku datang dan membaptis dengan air, supaya Ia dinyatakan kepada Israel.""","I did not recognize him, but I came baptizing with water so that he could be revealed to Israel.""",Mimitina mah kami henteu terang Anjeunna teh saha .,"Dan aku sendiripun mula - mula tidak mengenal Dia , tetapi untuk itulah aku datang dan membaptis dengan air , supaya Ia dinyatakan kepada Israel . ""","I did not recognize him , but I came baptizing with water so that he could be revealed to Israel . """,,
Yohanes:1:31,2,Yohanes:1:31#2,"Tapi kami ngabaptis ku cai teh nya eta pikeun ngenalkeun Anjeunna ka bangsa Israil.""",,,"Tapi kami ngabaptis ku cai teh nya eta pikeun ngenalkeun Anjeunna ka bangsa Israil . """,,,Medium,Medium
Yohanes:1:32,1,Yohanes:1:32#1,"Geus kitu Yohanes ngucapkeun panyaksi kieu, ""Kami geus nenjo Anjeunna diauban ku Roh Allah anu lungsur ti sawarga ngarupakeun manuk japati.","Dan Yohanes memberi kesaksian, katanya: ""Aku telah melihat Roh turun dari langit seperti merpati, dan Ia tinggal di atas-Nya.","Then John testified, ""I saw the Spirit descending like a dove from heaven, and it remained on him.","Geus kitu Yohanes ngucapkeun panyaksi kieu , "" Kami geus nenjo Anjeunna diauban ku Roh Allah anu lungsur ti sawarga ngarupakeun manuk japati .","Dan Yohanes memberi kesaksian , katanya : "" Aku telah melihat Roh turun dari langit seperti merpati , dan Ia tinggal di atas - Nya .","Then John testified , "" I saw the Spirit descending like a dove from heaven , and it remained on him .",Medium,Medium
Yohanes:1:33,1,Yohanes:1:33#1,Nepi ka harita ge kami can terang keneh yen Anjeunna teh Anjeunna.,"Dan akupun tidak mengenal-Nya, tetapi Dia, yang mengutus aku untuk membaptis dengan air, telah berfirman kepadaku: Jikalau engkau melihat Roh itu turun ke atas seseorang dan tinggal di atas-Nya, Dialah itu yang akan membaptis dengan Roh Kudus.","And I did not recognize him, but the one who sent me to baptize with water said to me, 'The one on whom you see the Spirit descending and remaining - this is the one who baptizes with the Holy Spirit.'",Nepi ka harita ge kami can terang keneh yen Anjeunna teh Anjeunna .,"Dan akupun tidak mengenal - Nya , tetapi Dia , yang mengutus aku untuk membaptis dengan air , telah berfirman kepadaku : Jikalau engkau melihat Roh itu turun ke atas seseorang dan tinggal di atas - Nya , Dialah itu yang akan membaptis dengan Roh Kudus .","And I did not recognize him , but the one who sent me to baptize with water said to me , 'The one on whom you see the Spirit descending and remaining - this is the one who baptizes with the Holy Spirit . '",,
Yohanes:1:33,2,Yohanes:1:33#2,"Tapi memeh eta kami geus didawuhan kieu ku Allah, anu ngutus kami supaya ngabaptis ku cai, 'Maneh bakal nenjo Roh Kami ti sawarga turun ka hiji jelema; nya Anjeunna engke anu bakal ngabaptis ku Roh Suci.'",,,"Tapi memeh eta kami geus didawuhan kieu ku Allah , anu ngutus kami supaya ngabaptis ku cai , 'Maneh bakal nenjo Roh Kami ti sawarga turun ka hiji jelema ; nya Anjeunna engke anu bakal ngabaptis ku Roh Suci . '",,,Low,Medium
Yohanes:1:34,1,Yohanes:1:34#1,"Ieu anu diaku ku kami teh hiji kajadian anu geus katenjo ku kami,"" saurna deui, ""nu matak ayeuna kami ngabejaan ka maraneh: Anjeunna teh Putra Allah.""","Dan aku telah melihat-Nya dan memberi kesaksian: Ia inilah Anak Allah.""","I have both seen and testified that this man is the Chosen One of God.""","Ieu anu diaku ku kami teh hiji kajadian anu geus katenjo ku kami , "" saurna deui , "" nu matak ayeuna kami ngabejaan ka maraneh : Anjeunna teh Putra Allah . ""","Dan aku telah melihat - Nya dan memberi kesaksian : Ia inilah Anak Allah . ""","I have both seen and testified that this man is the Chosen One of God . """,Low,
Yohanes:1:35,1,Yohanes:1:35#1,"Poe isukna deui, waktu Yohanes keur ngadeg di tempat kamari jeung dua muridna,",Pada keesokan harinya Yohanes berdiri di situ pula dengan dua orang muridnya.,Again the next day John was standing there with two of his disciples.,"Poe isukna deui , waktu Yohanes keur ngadeg di tempat kamari jeung dua muridna ,",Pada keesokan harinya Yohanes berdiri di situ pula dengan dua orang muridnya .,Again the next day John was standing there with two of his disciples .,Medium,Medium
Yohanes:1:36,1,Yohanes:1:36#1,ningali Yesus ngalangkung.,"Dan ketika ia melihat Yesus lewat, ia berkata: ""Lihatlah Anak domba Allah!""","Gazing at Jesus as he walked by, he said, ""Look, the Lamb of God!""",ningali Yesus ngalangkung .,"Dan ketika ia melihat Yesus lewat , ia berkata : "" Lihatlah Anak domba Allah ! ""","Gazing at Jesus as he walked by , he said , "" Look , the Lamb of God ! """,Low,
Yohanes:1:36,2,Yohanes:1:36#2,"""Tuh, Anak Domba Allah!"" saurna.",,,""" Tuh , Anak Domba Allah ! "" saurna .",,,,
Yohanes:1:37,1,Yohanes:1:37#1,"Sanggeus anjeunna ngalahir kitu, eta dua murid teh arindit naluturkeun ka Yesus.","Kedua murid itu mendengar apa yang dikatakannya itu, lalu mereka pergi mengikut Yesus.","When John's two disciples heard him say this, they followed Jesus.","Sanggeus anjeunna ngalahir kitu , eta dua murid teh arindit naluturkeun ka Yesus .","Kedua murid itu mendengar apa yang dikatakannya itu , lalu mereka pergi mengikut Yesus .","When John's two disciples heard him say this , they followed Jesus .",Medium,Medium
Yohanes:1:38,1,Yohanes:1:38#1,"Yesus nyoreang, ningalieun ka nu naluturkeun tuluy mariksa, ""Keur nareangan naon?"" Jawabna, ""Di mana Rabi linggih?"" (Rabi hartina ""Guru"").",Tetapi Yesus menoleh ke belakang.,"Jesus turned around and saw them following and said to them, ""What do you want?"" So they said to him, ""Rabbi"" (which is translated Teacher), ""where are you staying?""","Yesus nyoreang , ningalieun ka nu naluturkeun tuluy mariksa , "" Keur nareangan naon ? "" Jawabna , "" Di mana Rabi linggih ? "" ( Rabi hartina "" Guru "" ) .",Tetapi Yesus menoleh ke belakang .,"Jesus turned around and saw them following and said to them , "" What do you want ? "" So they said to him , "" Rabbi "" ( which is translated Teacher ) , "" where are you staying ? """,Low,Medium
Yohanes:1:38,2,Yohanes:1:38#2,,"Ia melihat, bahwa mereka mengikut Dia lalu berkata kepada mereka: ""Apakah yang kamu cari?"" Kata mereka kepada-Nya: ""Rabi (artinya: Guru), di manakah Engkau tinggal?""",,,"Ia melihat , bahwa mereka mengikut Dia lalu berkata kepada mereka : "" Apakah yang kamu cari ? "" Kata mereka kepada - Nya : "" Rabi ( artinya : Guru ) , di manakah Engkau tinggal ? """,,,
Yohanes:1:39,1,Yohanes:1:39#1,"""Hayu ka ditu, tenjo engke,"" waler-Na.","Ia berkata kepada mereka: ""Marilah dan kamu akan melihatnya."" Merekapun datang dan melihat di mana Ia tinggal, dan hari itu mereka tinggal bersama-sama dengan Dia; waktu itu kira-kira pukul empat.","Jesus answered, ""Come and you will see."" So they came and saw where he was staying, and they stayed with him that day.",""" Hayu ka ditu , tenjo engke , "" waler - Na .","Ia berkata kepada mereka : "" Marilah dan kamu akan melihatnya . "" Merekapun datang dan melihat di mana Ia tinggal , dan hari itu mereka tinggal bersama - sama dengan Dia ; waktu itu kira - kira pukul empat .","Jesus answered , "" Come and you will see . "" So they came and saw where he was staying , and they stayed with him that day .",,
Yohanes:1:39,2,Yohanes:1:39#2,"(Harita kira-kira geus pukul opat sore.) Maranehna tuluy marilu, jadi nyarahoeun ka tempat Anjeunna.",,Now it was about four o'clock in the afternoon.,"( Harita kira - kira geus pukul opat sore . ) Maranehna tuluy marilu , jadi nyarahoeun ka tempat Anjeunna .",,Now it was about four o'clock in the afternoon .,,
Yohanes:1:39,3,Yohanes:1:39#3,Poe eta maranehna aya di Anjeunna.,,,Poe eta maranehna aya di Anjeunna .,,,,
Yohanes:1:40,1,Yohanes:1:40#1,"Anu saurang ngaranna Andreas, boga dulur ngaranna Simon Petrus.","Salah seorang dari keduanya yang mendengar perkataan Yohanes lalu mengikut Yesus adalah Andreas, saudara Simon Petrus.","Andrew, the brother of Simon Peter, was one of the two disciples who heard what John said and followed Jesus.","Anu saurang ngaranna Andreas , boga dulur ngaranna Simon Petrus .","Salah seorang dari keduanya yang mendengar perkataan Yohanes lalu mengikut Yesus adalah Andreas , saudara Simon Petrus .","Andrew , the brother of Simon Peter , was one of the two disciples who heard what John said and followed Jesus .",Medium,
Yohanes:1:41,1,Yohanes:1:41#1,"Gancang Andreas manggihan Simon, tuluy nyarita, ""Kuring geus papanggih jeung Mesias."" (Mesias teh hartina ""Kristus"", Jurusalamet.)","Andreas mula-mula bertemu dengan Simon, saudaranya, dan ia berkata kepadanya: ""Kami telah menemukan Mesias (artinya: Kristus).""","He first found his own brother Simon and told him, ""We have found the Messiah!"" (which is translated Christ).","Gancang Andreas manggihan Simon , tuluy nyarita , "" Kuring geus papanggih jeung Mesias . "" ( Mesias teh hartina "" Kristus "" , Jurusalamet . )","Andreas mula - mula bertemu dengan Simon , saudaranya , dan ia berkata kepadanya : "" Kami telah menemukan Mesias ( artinya : Kristus ) . ""","He first found his own brother Simon and told him , "" We have found the Messiah ! "" ( which is translated Christ ) .",Low,Low
Yohanes:1:42,1,Yohanes:1:42#1,Simon tuluy dideuheuskeun ka Yesus.,Ia membawanya kepada Yesus.,Andrew brought Simon to Jesus.,Simon tuluy dideuheuskeun ka Yesus .,Ia membawanya kepada Yesus .,Andrew brought Simon to Jesus .,Medium,Medium
Yohanes:1:42,2,Yohanes:1:42#2,"Yesus neuteup ka Simon, tuluy ngalahir, ""Ngaran maneh Simon, anak Yonas.","Yesus memandang dia dan berkata: ""Engkau Simon, anak Yohanes, engkau akan dinamakan Kefas (artinya: Petrus).""","Jesus looked at him and said, ""You are Simon, the son of John.","Yesus neuteup ka Simon , tuluy ngalahir , "" Ngaran maneh Simon , anak Yonas .","Yesus memandang dia dan berkata : "" Engkau Simon , anak Yohanes , engkau akan dinamakan Kefas ( artinya : Petrus ) . ""","Jesus looked at him and said , "" You are Simon , the son of John .",Low,Medium
Yohanes:1:42,3,Yohanes:1:42#3,"Tapi maneh bakal disebut Kepas."" (Kepas saharti keneh jeung Petrus, nya eta ""batu karang"".)",,"You will be called Cephas"" (which is translated Peter).","Tapi maneh bakal disebut Kepas . "" ( Kepas saharti keneh jeung Petrus , nya eta "" batu karang "" . )",,"You will be called Cephas "" ( which is translated Peter ) .",,Medium
Yohanes:1:43,1,Yohanes:1:43#1,Poe isukna Yesus angkat ka Galilea.,Pada keesokan harinya Yesus memutuskan untuk berangkat ke Galilea.,On the next day Jesus wanted to set out for Galilee.,Poe isukna Yesus angkat ka Galilea .,Pada keesokan harinya Yesus memutuskan untuk berangkat ke Galilea .,On the next day Jesus wanted to set out for Galilee .,High,Medium
Yohanes:1:43,2,Yohanes:1:43#2,"Anjeunna pendak jeung Pilipus, tuluy diajak, saur-Na, ""Milu ka Kami!""","Ia bertemu dengan Filipus, dan berkata kepadanya: ""Ikutlah Aku!""","He found Philip and said to him, ""Follow me.""","Anjeunna pendak jeung Pilipus , tuluy diajak , saur - Na , "" Milu ka Kami ! ""","Ia bertemu dengan Filipus , dan berkata kepadanya : "" Ikutlah Aku ! ""","He found Philip and said to him , "" Follow me . """,Low,Low
Yohanes:1:44,1,Yohanes:1:44#1,"(Pilipus asal ti Betsaida, lemburna Andreas jeung Petrus.)","Filipus itu berasal dari Betsaida, kota Andreas dan Petrus.","(Now Philip was from Bethsaida, the town of Andrew and Peter.)","( Pilipus asal ti Betsaida , lemburna Andreas jeung Petrus . )","Filipus itu berasal dari Betsaida , kota Andreas dan Petrus .","( Now Philip was from Bethsaida , the town of Andrew and Peter . )",High,High
Yohanes:1:45,1,Yohanes:1:45#1,"Pilipus manggihan Natanael, nyarita, ""Kuring geus papanggih jeung anu disebut-sebut ku Musa dina Kitab Hukum Allah jeung anu ditulis ku nabi-nabi tea.","Filipus bertemu dengan Natanael dan berkata kepadanya: ""Kami telah menemukan Dia, yang disebut oleh Musa dalam kitab Taurat dan oleh para nabi, yaitu Yesus, anak Yusuf dari Nazaret.""","Philip found Nathanael and told him, ""We have found the one Moses wrote about in the law, and the prophets also wrote about - Jesus of Nazareth, the son of Joseph.""","Pilipus manggihan Natanael , nyarita , "" Kuring geus papanggih jeung anu disebut - sebut ku Musa dina Kitab Hukum Allah jeung anu ditulis ku nabi - nabi tea .","Filipus bertemu dengan Natanael dan berkata kepadanya : "" Kami telah menemukan Dia , yang disebut oleh Musa dalam kitab Taurat dan oleh para nabi , yaitu Yesus , anak Yusuf dari Nazaret . ""","Philip found Nathanael and told him , "" We have found the one Moses wrote about in the law , and the prophets also wrote about - Jesus of Nazareth , the son of Joseph . """,Medium,Medium
Yohanes:1:45,2,Yohanes:1:45#2,"Anjeunna teh Yesus, putra Yusup urang Nasaret.""",,,"Anjeunna teh Yesus , putra Yusup urang Nasaret . """,,,,
Yohanes:1:46,1,Yohanes:1:46#1,"""Na aya kitu anu hade ti Nasaret?"" Natanael nanya.","Kata Natanael kepadanya: ""Mungkinkah sesuatu yang baik datang dari Nazaret?""","Nathanael replied, ""Can anything good come out of Nazareth?"" Philip replied, ""Come and see.""",""" Na aya kitu anu hade ti Nasaret ? "" Natanael nanya .","Kata Natanael kepadanya : "" Mungkinkah sesuatu yang baik datang dari Nazaret ? ""","Nathanael replied , "" Can anything good come out of Nazareth ? "" Philip replied , "" Come and see . """,Medium,Medium
Yohanes:1:46,2,Yohanes:1:46#2,"""Hayu, tenjo sorangan,"" jawab Pilipus.",,,""" Hayu , tenjo sorangan , "" jawab Pilipus .",,,,
Yohanes:1:47,1,Yohanes:1:47#1,"Barang ningali Natanael datang, Yesus terus ngalahir ngeunaan dirina, saur-Na, ""Tah ieu urang Israil tulen, taya pisan kapalsuanana!""","Kata Filipus kepadanya: ""Mari dan lihatlah!"" Yesus melihat Natanael datang kepada-Nya, lalu berkata tentang dia: ""Lihat, inilah seorang Israel sejati, tidak ada kepalsuan di dalamnya!""","Jesus saw Nathanael coming toward him and exclaimed, ""Look, a true Israelitein whom there is no deceit!""","Barang ningali Natanael datang , Yesus terus ngalahir ngeunaan dirina , saur - Na , "" Tah ieu urang Israil tulen , taya pisan kapalsuanana ! ""","Kata Filipus kepadanya : "" Mari dan lihatlah ! "" Yesus melihat Natanael datang kepada - Nya , lalu berkata tentang dia : "" Lihat , inilah seorang Israel sejati , tidak ada kepalsuan di dalamnya ! ""","Jesus saw Nathanael coming toward him and exclaimed , "" Look , a true Israelitein whom there is no deceit ! """,Low,Medium
Yohanes:1:48,1,Yohanes:1:48#1,"""Geuning Bapa uninga ka abdi?"" Natanael nanya.","Kata Natanael kepada-Nya: ""Bagaimana Engkau mengenal aku?"" Jawab Yesus kepadanya: ""Sebelum Filipus memanggil engkau, Aku telah melihat engkau di bawah pohon ara.""","Nathanael asked him, ""How do you know me?"" Jesus replied, ""Before Philip called you, when you were under the fig tree, I saw you.""",""" Geuning Bapa uninga ka abdi ? "" Natanael nanya .","Kata Natanael kepada - Nya : "" Bagaimana Engkau mengenal aku ? "" Jawab Yesus kepadanya : "" Sebelum Filipus memanggil engkau , Aku telah melihat engkau di bawah pohon ara . ""","Nathanael asked him , "" How do you know me ? "" Jesus replied , "" Before Philip called you , when you were under the fig tree , I saw you . """,Low,Low
Yohanes:1:48,2,Yohanes:1:48#2,"Yesus ngawaler, ""Memeh maneh dicalukan ku Pilipus, ku Kami katenjo di handapeun tangkal kondang.""",,,"Yesus ngawaler , "" Memeh maneh dicalukan ku Pilipus , ku Kami katenjo di handapeun tangkal kondang . """,,,,
Yohanes:1:49,1,Yohanes:1:49#1,"""Pa Guru!"" jawab Natanael, ""Pa Guru teh geuning Putra Allah!","Kata Natanael kepada-Nya: ""Rabi, Engkau Anak Allah, Engkau Raja orang Israel!""","Nathanael answered him, ""Rabbi, you are the Son of God; you are the king of Israel!""",""" Pa Guru ! "" jawab Natanael , "" Pa Guru teh geuning Putra Allah !","Kata Natanael kepada - Nya : "" Rabi , Engkau Anak Allah , Engkau Raja orang Israel ! ""","Nathanael answered him , "" Rabbi , you are the Son of God ; you are the king of Israel ! """,Low,Low
Yohanes:1:49,2,Yohanes:1:49#2,"Raja bangsa Israil!""",,,"Raja bangsa Israil ! """,,,,
Yohanes:1:50,1,Yohanes:1:50#1,"Saur Yesus, ""Maneh percaya kitu teh naha pedah bieu Kami nyebutkeun yen maneh ku Kami katenjo handapeun tangkal kondang?","Yesus menjawab, kata-Nya: ""Karena Aku berkata kepadamu: Aku melihat engkau di bawah pohon ara, maka engkau percaya?","Jesus said to him, ""Because I told you that I saw you under the fig tree, do you believe?","Saur Yesus , "" Maneh percaya kitu teh naha pedah bieu Kami nyebutkeun yen maneh ku Kami katenjo handapeun tangkal kondang ?","Yesus menjawab , kata - Nya : "" Karena Aku berkata kepadamu : Aku melihat engkau di bawah pohon ara , maka engkau percaya ?","Jesus said to him , "" Because I told you that I saw you under the fig tree , do you believe ?",Low,Medium
Yohanes:1:50,2,Yohanes:1:50#2,"Loba keneh anu leuwih aheng, bakal kasaksian ku maneh.""","Engkau akan melihat hal-hal yang lebih besar dari pada itu.""","You will see greater things than these.""","Loba keneh anu leuwih aheng , bakal kasaksian ku maneh . ""","Engkau akan melihat hal - hal yang lebih besar dari pada itu . ""","You will see greater things than these . """,Medium,Medium
Yohanes:1:51,1,Yohanes:1:51#1,"Saur-Na deui ka sarerea, ""Sing percaya kana benerna ieu omongan Kami: Maraneh bakal narenjo langit muka, para malaikat turun unggah ti sawarga ka Putra Manusa."" Yohanes 2","Lalu kata Yesus kepadanya: ""Aku berkata kepadamu, sesungguhnya engkau akan melihat langit terbuka dan malaikat-malaikat Allah turun naik kepada Anak Manusia."" Yohanes 2","He continued, ""I tell all of you the solemn truth - you will see heaven opened and the angels of God ascending and descending on the Son of Man."" Yohanes 2","Saur - Na deui ka sarerea , "" Sing percaya kana benerna ieu omongan Kami : Maraneh bakal narenjo langit muka , para malaikat turun unggah ti sawarga ka Putra Manusa . "" Yohanes 2","Lalu kata Yesus kepadanya : "" Aku berkata kepadamu , sesungguhnya engkau akan melihat langit terbuka dan malaikat - malaikat Allah turun naik kepada Anak Manusia . "" Yohanes 2","He continued , "" I tell all of you the solemn truth - you will see heaven opened and the angels of God ascending and descending on the Son of Man . "" Yohanes 2",Medium,Medium
Yohanes:1:52,1,Yohanes:1:52#1,Ku manehna ditanyakeun pukul sabaraha mimiti cageurna.,Ia bertanya kepada mereka pukul berapa anak itu mulai sembuh.,"So he asked them the time when his condition began to improve, and they told him, ""Yesterday at one o'clock in the afternoon the fever left him.""",Ku manehna ditanyakeun pukul sabaraha mimiti cageurna .,Ia bertanya kepada mereka pukul berapa anak itu mulai sembuh .,"So he asked them the time when his condition began to improve , and they told him , "" Yesterday at one o'clock in the afternoon the fever left him . """,Medium,
Yohanes:1:52,2,Yohanes:1:52#2,"Jawabna, ""Kamari, tabuh hiji siang muriangna rerep.""","Jawab mereka: ""Kemarin siang pukul satu demamnya hilang.""",,"Jawabna , "" Kamari , tabuh hiji siang muriangna rerep . ""","Jawab mereka : "" Kemarin siang pukul satu demamnya hilang . """,,Low,
Yohanes:1:53,1,Yohanes:1:53#1,"Bapa budak teh ingeteun, jam eta pisan kamari Yesus ngadawuh-Na, ""Anak maneh tangtu hirup."" Manehna jeung sakulawargana jadi palercaya ka Yesus.","Maka teringatlah ayah itu, bahwa pada saat itulah Yesus berkata kepadanya: ""Anakmu hidup."" Lalu iapun percaya, ia dan seluruh keluarganya.","Then the father realized that it was the very time Jesus had said to him, ""Your son will live,"" and he himself believed along with his entire household.","Bapa budak teh ingeteun , jam eta pisan kamari Yesus ngadawuh - Na , "" Anak maneh tangtu hirup . "" Manehna jeung sakulawargana jadi palercaya ka Yesus .","Maka teringatlah ayah itu , bahwa pada saat itulah Yesus berkata kepadanya : "" Anakmu hidup . "" Lalu iapun percaya , ia dan seluruh keluarganya .","Then the father realized that it was the very time Jesus had said to him , "" Your son will live , "" and he himself believed along with his entire household .",High,High
Yohanes:1:54,1,Yohanes:1:54#1,"Eta kaajaiban teh anu kadua anu dipidamel ku Yesus di Galilea, sanggeus sumping ti Yudea.",Dan itulah tanda kedua yang dibuat Yesus ketika Ia pulang dari Yudea ke Galilea.,Jesus did this as his second miraculous sign when he returned from Judea to Galilee.,"Eta kaajaiban teh anu kadua anu dipidamel ku Yesus di Galilea , sanggeus sumping ti Yudea .",Dan itulah tanda kedua yang dibuat Yesus ketika Ia pulang dari Yudea ke Galilea .,Jesus did this as his second miraculous sign when he returned from Judea to Galilee .,High,High
Yohanes:1:54,2,Yohanes:1:54#2,Yohanes 5,Yohanes 5,Yohanes 5,Yohanes 5,Yohanes 5,Yohanes 5,High,High
